0.000000000000000000e+00,1.086528301239013672e-01,3.000848293304443359e-01,4.033436775207519531e-01,5.092959403991699219e-01,6.151320934295654297e-01,8.175864219665527344e-01,9.248092174530029297e-01,1.030681610107421875e+00,1.136862277984619141e+00,1.312704086303710938e+00,1.418744564056396484e+00,1.530521154403686523e+00,1.636710882186889648e+00,1.751974344253540039e+00,1.858112096786499023e+00,1.964039325714111328e+00,2.071657419204711914e+00,2.216962814331054688e+00,2.323166847229003906e+00,2.429721117019653320e+00,2.536114692687988281e+00,2.659433841705322266e+00,2.790075540542602539e+00,2.896217107772827148e+00,3.003202915191650391e+00
-1.577516967773437528e+00,-1.576734375000000021e+00,-1.572973876953124961e+00,-1.574828247070312548e+00,-1.579845458984374895e+00,-1.586905761718750085e+00,-1.600237182617187504e+00,-1.604606567382812488e+00,-1.605948486328125036e+00,-1.604206054687500105e+00,-1.585162475585937480e+00,-1.563723754882812456e+00,-1.547254028320312447e+00,-1.490403686523437576e+00,-1.443246215820312539e+00,-1.370780883789062488e+00,-1.305849365234375004e+00,-1.219037963867187546e+00,-1.104892456054687555e+00,-9.944754638671875480e-01,-8.996427001953124503e-01,-8.012857055664062145e-01,-6.876998291015624654e-01,-5.720189208984375329e-01,-4.385988769531249942e-01,-3.486733398437499853e-01
5.799184570312500009e-01,5.837521972656249947e-01,5.909221191406249796e-01,5.937014160156249831e-01,5.966965332031249902e-01,6.017873535156249565e-01,6.144033203125000009e-01,6.247604980468749458e-01,6.333859863281250391e-01,6.452834472656250320e-01,6.747360839843750124e-01,6.934455566406250160e-01,7.063439941406249867e-01,7.412785644531250107e-01,7.640935058593749662e-01,7.932846679687499680e-01,8.190046386718750071e-01,8.531020507812500098e-01,8.944328613281250506e-01,9.321303710937499654e-01,9.645716552734374671e-01,9.961007080078124742e-01,1.033855590820312420e+00,1.065944702148437395e+00,1.094116699218750099e+00,1.106717041015625069e+00
-5.608187255859374831e-01,-5.568592529296875204e-01,-5.529448242187500195e-01,-5.594082031249999476e-01,-5.697438964843749565e-01,-5.844777832031250453e-01,-6.167905273437499503e-01,-6.350998535156250346e-01,-6.517310791015624716e-01,-6.650706787109375018e-01,-6.793704833984375302e-01,-6.794868164062499716e-01,-6.768752441406250542e-01,-6.579846191406250044e-01,-6.372089843749999538e-01,-6.022966308593750151e-01,-5.662419433593750551e-01,-5.161219482421874893e-01,-4.528825378417968839e-01,-3.971263732910156330e-01,-3.550415954589843937e-01,-3.140412902832031006e-01,-2.720934753417968976e-01,-2.375470886230468814e-01,-2.059533386230468777e-01,-1.922525329589843679e-01
-3.208440415824223568e-02,-5.548778196091771336e-02,-7.391253763193363080e-02,-4.827441063941181887e-02,-5.297141147548897755e-02,-2.609153672377331756e-02,-2.028482565734043147e-02,-1.862640182119811461e-03,2.744913703801450319e-02,1.959325836242420057e-02,7.044888234055141606e-03,2.446740457264282367e-02,2.018251108274035643e-02,3.777743952181866066e-02,3.692310139669374019e-02,2.623243898129414692e-02,1.808875712433096611e-02,1.771344660158185799e-02,2.210709716308639772e-02,2.242793422020539565e-02,3.719846776352021822e-02,3.760196929358733398e-02,7.535141054533723431e-03,2.245850537656680565e-02,3.273349453845177115e-02,4.403703539434457304e-02
1.048778111486765993e-03,-6.930803829130708672e-03,3.479693046203205520e-02,2.161035239596662341e-02,1.885586985944581392e-02,1.880361223260395946e-03,-1.667747829977066915e-02,1.184171771138787035e-02,-2.228243822359572690e-02,-4.004737266983803695e-02,-8.295122991474020158e-02,-5.669990147345255888e-02,-5.424377226558533410e-02,-7.209058181106764440e-02,-1.542937574118501409e-01,-2.811069815508366460e-02,-7.115618073823659628e-02,-8.149808472325500985e-02,-1.570399196645288487e-01,-3.721166836482703993e-02,-9.740836102248477679e-02,7.522207258998054279e-03,-9.209063270567841020e-02,-3.967737380248576029e-02,-8.208525340560482095e-03,3.978292974038186852e-02
1.416741753622090087e-02,1.646797516586795017e-03,-6.686579695677619117e-02,-4.901283696771830539e-02,-6.426574576504047454e-02,-4.032717931368506176e-02,-1.781195784290562356e-02,-2.523228140853838938e-02,-1.305217191283330764e-03,4.880655446120764351e-02,3.065943568966378319e-02,6.244839163188311421e-02,7.212446084841875327e-02,8.079868267727917386e-02,8.206909689082952930e-02,7.394979250297616102e-02,6.413085602592023815e-02,5.389286327885271094e-02,3.991628549803975801e-02,-1.015717224337203163e-02,1.573389274461955631e-02,-4.222700068009955371e-02,-3.886380589890317538e-02,-2.273158868170824243e-02,-4.666875463378456629e-02,-9.908005021853516503e-02
1.161584780097892455e+01,-1.195284371356056674e+01,-8.286138431024488327e+00,7.044150800038475602e+00,-4.953229900818561404e+00,8.606070709186514733e+00,-6.915426031579757771e-02,6.767031762289232866e+00,1.273118766740564567e+01,-1.787808718306181266e+00,-2.433304232767719455e+00,8.048072860683396001e+00,-3.237758182264275364e-01,8.903095773565818050e+00,1.918480473099498873e+00,-2.458481161695442285e+00,-1.993226951154097870e+00,9.231648301537762613e-01,2.536593096757040477e+00,1.466754327134193181e+00,7.780860153235318322e+00,2.407934952251499006e+00,-9.306850706572298293e+00,5.920332042913384996e+00,5.839552890592081269e+00,6.871619445281103467e+00
-1.241543762782340465e+01,-7.411242726109418477e+00,-8.291067851771000363e+00,-1.331972264792959493e+00,8.027756391235683076e-01,3.934903825460162707e+00,1.020120052004719469e+01,1.218554005846750243e+01,1.586229967276073616e+01,2.068854164566051068e+01,2.413505602910691294e+01,2.185953649510615904e+01,4.024554135515969477e+01,-8.909863050385062877e-01,4.148579113276478836e+01,3.187666683365431908e+00,3.337194810159251546e+01,7.043733685274165879e+00,2.147355007694728002e+01,-1.455646596657356184e+01,2.144106511330826237e+01,-2.794240172781591980e+00,-6.276083050049336975e+00,-2.007848589088612101e+01,-7.962447622268845748e+01,-2.372246665943317367e+01
-1.558775584958255678e+01,-1.346659323283210696e+01,-1.149026360818162651e+01,-5.342609976596952137e+00,-5.161351927128468020e+00,-1.458201710115026195e+00,3.293477493640783571e+00,7.314560270908384787e+00,9.972788694920453167e+00,1.145852946371386771e+01,1.501254789561260239e+01,1.334574751572727180e+01,1.682689870554526479e+01,8.002821399812940939e+00,1.422744317656777469e+01,1.633446421164553186e+00,5.420268918574006278e+00,-6.759720071285146403e+00,-4.159138730004479534e+00,-1.726494890043423069e+01,-5.578196604938245429e+00,-1.546718087074669512e+01,-1.527041355259599698e+01,-1.804076810570945355e+01,-3.021801610858071285e+01,-1.854929517487611434e+01
2.708954296874998002e-01,4.638876886415480016e-01,1.132542825031280787e+00,1.672785686302184383e+00,2.332134609270096526e+00,3.064726005792618224e+00,4.657903965568542581e+00,5.560837560653688172e+00,6.515849403381347216e+00,7.475921098423003563e+00,9.009220637512209251e+00,9.927513269424437681e+00,1.094644580268859890e+01,1.165704545679092519e+01,1.252787106132507233e+01,1.318514331154823260e+01,1.379949778079986622e+01,1.425081241822242717e+01,1.472916768951415811e+01,1.484737228469848525e+01,1.443014876723289319e+01,1.198989781379699693e+01,6.920656709671016316e+00,1.677856181144709247e+00,-3.956505823135385014e-01,-5.671704101562474731e-01
